"id","name","type","damage_class","pp","power","accuracy","priority","effect","effect_chance","caused_effect","crit_rate","recoil","flinch_chance","healing","min_turns","max_turns","status","category","range","flags","None0","None1","None2","padding0","padding1","padding2"
500,"Stored Power","Psychic","special",10,20,100,0,"The more the User's stats are raised, the more damage this attack deals.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
501,"Quick Guard","Fighting","none",15,0,101,3,"Protects your team from priority moves. Will fail if used in succession.",0,"fine",0,0,0,0,0,0,0,11,12,32,0,0,0,83,83,0
502,"Ally Switch","Psychic","none",15,0,101,1,"Switch position with an Ally.",0,"fine",0,0,0,0,0,0,0,13,7,0,0,0,0,83,83,0
503,"Scald","Water","special",15,80,100,0,"May burn opponent. (30%)",30,"burnt",0,0,0,0,0,0,1,4,0,1096,0,0,0,83,83,0
504,"Shell Smash","Normal","none",15,0,101,0,"Raises Atk, SpAtk, and Spe but lowers Def and SpDef.",0,"fine",0,0,0,0,0,0,0,13,7,32,0,0,0,83,83,0
505,"Heal Pulse","Psychic","none",10,0,101,0,"Recovers 50% of an ally's HP.",0,"fine",0,0,0,50,0,0,0,3,0,6168,0,0,0,83,83,0
506,"Hex","Ghost","special",10,60,100,0,"Doubles in power if the target has a status ailment.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
507,"Sky Drop","Flying","physical",10,60,100,0,"Picks up the target on the first turn and drops them on the second.",0,"fine",0,0,0,0,0,0,0,0,0,2635,0,0,0,83,83,0
508,"Shift Gear","Steel","none",10,0,101,0,"Increases the user's Atk 1 stage and Spe 2 stages.",0,"fine",0,0,0,0,0,0,0,2,7,32,327936,131328,0,83,83,0
509,"Circle Throw","Fighting","physical",10,60,100,-6,"Forces the target to switch.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
510,"Incinerate","Fire","special",15,40,100,0,"If this attack is successful, opponent drops its held item for the rest of the battle even if it has zero HP. Remains effective even if opponent is replaced. (That item is not consumed.)",0,"fine",0,0,0,0,0,0,0,0,5,72,0,0,0,83,83,0
511,"Quash","Dark","none",15,0,100,0,"Forces Target to move last",0,"fine",0,0,0,0,0,0,0,13,0,72,0,0,0,83,83,0
512,"Acrobatics","Flying","physical",15,55,100,0,"Allows the user to hit the opposite opponent in a Triple Battle.",0,"fine",0,0,0,0,0,0,0,0,0,2121,0,0,0,83,83,0
513,"Reflect Type","Normal","none",15,0,101,0,"Changes target's ability the same as the user's ability.",0,"fine",0,0,0,0,0,0,0,13,0,8200,0,0,0,83,83,0
514,"Retaliate","Normal","physical",5,70,100,0,"Deals more damage if teammate was KO'd last turn.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
515,"Final Gambit","Fighting","special",5,1,100,0,"KOs the user and deals damage to the opponent equal to the HP it lost.",0,"fine",0,0,0,0,0,0,0,0,0,9,0,0,0,83,83,0
516,"Bestow","Normal","none",15,0,101,0,"Gives user's item to Target if it has to item.",0,"fine",0,0,0,0,0,0,0,13,0,72,0,0,0,83,83,0
517,"Inferno","Fire","special",5,60,100,0,"May burn opponent. (50%)",50,"burnt",0,0,0,0,0,0,1,4,0,72,0,0,0,83,83,0
518,"Water Pledge","Water","special",10,50,100,0,"If used with Fire Pledge, creates rainbow that may cause Confusion",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
519,"Fire Pledge","Fire","special",10,50,100,0,"If used with Grass Pledge, creates burning field that causes damage every turn",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
520,"Grass Pledge","Grass","special",10,50,100,0,"If used with Water Pledge, creates swamp that lowers Speed of all targets.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
521,"Volt Switch","Electric","special",20,70,100,0,"Switch to another Pokémon",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
522,"Struggle Bug","Bug","special",20,30,100,0,"May decrease opponent's Special Attack by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,5,72,196608,16711680,6553600,83,83,0
523,"Bulldoze","Ground","physical",20,60,100,0,"May decrease opponent's Speed by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,4,72,327680,16711680,6553600,83,83,0
524,"Frost Breath","Ice","special",10,80,100,0,"Critical Hit (100%)",100,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
525,"Dragon Tail","Dragon","physical",10,55,100,-6,"Forces the target to switch.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
526,"Work Up","Normal","none",30,0,101,0,"Raises the user's Atk and SpAtk.",0,"fine",0,0,0,0,0,0,0,2,7,32,66304,65792,0,83,83,0
527,"Electroweb","Electric","special",15,60,100,0,"Decreases opponent's Speed by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,5,72,327680,16711680,6553600,83,83,0
528,"Wild Charge","Electric","physical",15,90,100,0,"Returns to user 1/4 of HP lost by opponent due to this attack (recoil).",0,"fine",0,-25,0,0,0,0,0,0,0,73,0,0,0,83,83,0
529,"Drill Run","Ground","physical",10,80,100,0,"Good chance for a critical hit.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
530,"Dual Chop","Dragon","physical",15,40,100,0,"Strikes twice.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
531,"Heart Stamp","Psychic","physical",25,60,100,0,"May cause opponent to flinch.",0,"fine",0,0,30,0,0,0,0,0,0,73,0,0,0,83,83,0
532,"Horn Leech","Grass","physical",10,75,100,0,"If this attack is successful, user gains half of HP lost by opponent due to this attack.",0,"fine",0,50,0,0,0,0,0,8,0,73,0,0,0,83,83,0
533,"Sacred Sword","Fighting","physical",20,90,100,0,"Target's stat changes doesn't affect this move.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
534,"Razor Shell","Water","physical",10,75,100,0,"May decrease opponent's Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,73,131072,16711680,3276800,83,83,0
535,"Heat Crash","Fire","physical",10,1,100,0,"The heavier the User is, the more damage it deals.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
536,"Leaf Tornado","Grass","special",10,65,100,0,"May decrease opponent's Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,72,393216,16711680,3276800,83,83,0
537,"Steamroller","Bug","physical",20,65,100,0,"May cause opponent to flinch. Power is doubled if Minimize is in effect for opponent.",0,"fine",0,0,30,0,0,0,0,0,0,73,0,0,0,83,83,0
538,"Cotton Guard","Grass","none",10,0,101,0,"Sharply raises Defense.",0,"fine",0,0,0,0,0,0,0,2,7,32,131072,196608,0,83,83,0
539,"Night Daze","Dark","special",10,85,100,0,"May decrease opponent's Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,72,393216,16711680,2621440,83,83,0
540,"Psystrike","Psychic","special",10,100,100,0,"Deals damage based on the target's Def.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
541,"Tail Slap","Normal","physical",10,25,100,0,"Multi-hit attack. Attacks two to five times in a row. 37.5% for 2 or 3 times; 12.5% for 4 or 5 times.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
542,"Hurricane","Flying","special",10,90,100,0,"May confuse opponent. (30%) 120 power during Rain Dance, 60 power during Sunny Day. (50%)",30,"confused",0,0,0,0,2,5,2,4,0,2120,0,0,0,83,83,0
543,"Head Charge","Normal","physical",15,120,100,0,"Returns to user 1/4 of HP lost by opponent due to this attack (recoil).",0,"fine",0,-25,0,0,0,0,0,0,0,73,0,0,0,83,83,0
544,"Gear Grind","Steel","physical",15,50,85,0,"Strikes twice.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
545,"Searing Shot","Fire","special",5,100,100,0,"May burn opponent. (30%)",30,"burnt",0,0,0,0,0,0,1,4,4,72,0,0,0,83,83,0
546,"Techno Blast","Normal","special",5,90,100,0,"If user is holding a Plate, this attack's type depends on the Cassette held.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
547,"Relic Song","Normal","special",10,75,100,0,"May put Target to sleep (10%)",10,"asleep",0,0,0,0,2,4,2,4,5,328,0,0,0,83,83,0
548,"Secret Sword","Fighting","special",10,85,100,0,"Causes physical damage.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
549,"Glaciate","Ice","special",10,65,95,0,"Sharply lower target's speed.",0,"fine",0,0,0,0,0,0,0,6,5,72,327680,16711680,6553600,83,83,0
550,"Bolt Strike","Electric","physical",5,110,100,0,"May paralyze opponent. (20%)",20,"paralyzed",0,0,0,0,0,0,1,4,0,73,0,0,0,83,83,0
551,"Blue Flare","Fire","special",5,110,100,0,"May burn opponent. (20%)",20,"burnt",0,0,0,0,0,0,1,4,0,72,0,0,0,83,83,0
552,"Fiery Dance","Fire","special",10,80,100,0,"May increase user's Special Attack by 1 stage.",0,"fine",0,0,0,0,0,0,0,7,0,72,196608,65536,3276800,83,83,0
553,"Freeze Shock","Ice","physical",5,140,100,0,"User charges for one turn before attacking. May Paralyze the opponent. (30%)",30,"paralyzed",0,0,0,0,0,0,1,4,0,74,0,0,0,83,83,0
554,"Ice Burn","Ice","special",5,140,100,0,"Hits the turn after being used. May Burn the opponent. (30%)",30,"burnt",0,0,0,0,0,0,1,4,0,74,0,0,0,83,83,0
555,"Snarl","Dark","special",15,55,95,0,"May decrease opponent's Special Attack by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,5,328,196608,16711680,6553600,83,83,0
556,"Icicle Crash","Ice","physical",10,80,100,0,"May cause opponent to flinch. (30%)",0,"fine",0,0,30,0,0,0,0,0,0,72,0,0,0,83,83,0
557,"V-create","Fire","physical",5,170,100,0,"Deals damage to allies on either side of the user.",0,"fine",0,0,0,0,0,0,0,7,0,73,328196,16777215,6579300,83,83,0
558,"Fusion Flare","Fire","special",5,100,100,0,"Increases if used after Cross Thunder.",0,"fine",0,0,0,0,0,0,0,0,0,1096,0,0,0,83,83,0
559,"Fusion Bolt","Electric","physical",5,100,100,0,"Increases if used after Cross Fire.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
